"89189330471","سرمایه","IR611800632841251423138408","991297"
"38602056491","صادرات","IR958898900381541645262490","663327"
"38602056491","ملی","IR579742232119464195647423","384938"
"38602056491","صادرات","IR376161066642375309621099","301923"
"56003034916","سرمایه","IR155471424543427149871739","556772"
"56003034916","تجارت","IR767910633614495781981821","213450"
"19996355801","ملت","IR167446155620372797904649","516997"
"38077888894","صادرات","IR884496962484697436099734","930007"
"38077888894","تجارت","IR708620839517381015435024","712133"
"38077888894","ملی","IR756769265995910578084993","991998"
"38077888894","تجارت","IR294493837658548705380819","474250"
"90906710369","تجارت","IR858332182564454321663139","579671"
"72871767351","سرمایه","IR736886848811444294701112","865035"
"72871767351","سرمایه","IR154376957423569630240417","383407"
"36140017165","ملی","IR241287385210829180248862","449077"
"36140017165","ملی","IR368537763459115781367180","729958"
"36140017165","سرمایه","IR487942238390851335911404","293975"
"27097019058","تجارت","IR300356313127894884307226","528689"
"27097019058","ملی","IR100682929734859420082107","796685"
"83505011623","ملت","IR169609990370195621064796","780366"
"19638421677","سرمایه","IR300131243781963675139226","334278"
"19638421677","سرمایه","IR108558515800782024553845","604241"
"19638421677","تجارت","IR593689708606995021342804","651593"
"19638421677","صادرات","IR854268193342227564957263","946917"
"87900111405","ملی","IR124022262686194266675558","766905"
"92397493597","سرمایه","IR674174399893951032394653","441354"
"92397493597","ملت","IR999870876583688063647726","701456"
"92397493597","ملت","IR178401041997926049963357","164190"
"92397493597","تجارت","IR712961100490000480036783","894501"
"15663639370","تجارت","IR902071098299592905313010","558954"
"11857134636","سرمایه","IR781904390978688392317047","392234"
"11857134636","تجارت","IR729590672743268455714557","713432"
"11857134636","ملی","IR985561539563063290382066","395323"
"31225030440","صادرات","IR357844335319323803370686","700569"
"31225030440","ملت","IR751105867294962926092011","116875"
"31225030440","صادرات","IR934912120071368961403175","355403"
"31225030440","تجارت","IR160489899105514489519089","222096"
"34940124807","ملت","IR303528545096146079033002","616486"
"57887985047","تجارت","IR228489966219175017515343","670058"
"57887985047","صادرات","IR775178032814265442055956","369139"
"57887985047","ملت","IR468703516853821769794474","159401"
"10800956955","سرمایه","IR292685319138177387827463","495343"
"10800956955","ملت","IR167017117622216363541734","147181"
"10800956955","صادرات","IR972401372740783350349242","829443"
"70862768740","ملت","IR736020445649942252653759","191772"
"40727932320","ملت","IR192828802715722497204341","507441"
"18310014484","ملت","IR472373518972772059323351","122814"
"96783651642","تجارت","IR930107434584609685009525","899699"
"96783651642","ملت","IR125716228409490531763442","568353"
"96783651642","ملی","IR122829894836684084845682","254245"
"91292880953","صادرات","IR578631798416056285217484","846544"
"75588864576","سرمایه","IR422367579202461473757631","811543"
"75588864576","تجارت","IR767878008370897773383498","505062"
"75588864576","تجارت","IR250051637751666871876819","296000"
"75588864576","ملی","IR903209117436530871691910","351205"
"91220466303","سرمایه","IR249948061533394602007541","660792"
"91220466303","سرمایه","IR324648905205036587118949","218459"
"91220466303","سرمایه","IR928868755547642640325715","615901"
"91220466303","تجارت","IR316091384133383690390421","509276"
"90072871913","تجارت","IR578089412191940754806452","533501"
"90072871913","ملت","IR254870664010936509732948","550233"
"70744179620","تجارت","IR889322182879682925882511","865098"
"16467882348","سرمایه","IR489278286057793415823056","828651"
"36600397559","تجارت","IR568604312268571243546826","467884"
"36600397559","سرمایه","IR953558120118208222102713","211191"
"36600397559","ملت","IR217158200233850887279576","462453"
"91162750689","سرمایه","IR468174227812067386277846","347515"
"91162750689","تجارت","IR107399273434274043207633","337131"
"27898951846","ملت","IR680072812792095280643445","817285"
"27898951846","تجارت","IR543267934402171690641331","323838"
"53678864142","ملی","IR485891046018224543080201","235110"
"53678864142","ملی","IR917202877462262579984211","225086"
"53678864142","سرمایه","IR590706314333295037879327","632594"
"37488019196","ملی","IR904534848578066065685005","725617"
"37488019196","سرمایه","IR802913224589960484242524","936900"
"37488019196","ملی","IR981584771598507560971446","768776"
"37488019196","ملت","IR472350683514032171975352","584407"
"86417096553","ملی","IR413905189525159712928831","835493"
"86417096553","صادرات","IR333441143504039488251600","395948"
"86417096553","ملت","IR888988138868513313875532","872337"
"46762050920","ملی","IR403201060556796466109614","372525"
"42280620712","تجارت","IR359764783310659937187051","644228"
"42280620712","صادرات","IR981243657567960814395811","202299"
"42280620712","ملت","IR959846161750772590391809","601565"
"42280620712","صادرات","IR922161601228274519813044","700687"
"19603686032","سرمایه","IR669608460471507632983375","461445"
"19603686032","ملت","IR454911187404064502699474","232187"
"19603686032","سرمایه","IR298824464386389004449142","886496"
"19603686032","تجارت","IR841868263985237250378974","244237"
"39379516831","سرمایه","IR435566608479542806171815","530234"
"30926955247","ملی","IR360906204403215870375538","283133"
"12221817893","صادرات","IR331135937838485974266381","884306"
"12221817893","سرمایه","IR109129117262723526157649","450304"
"12221817893","سرمایه","IR297173658297840107628015","359143"
"57910823313","سرمایه","IR544495906758580138417383","536765"
"57910823313","صادرات","IR250208233205239565289383","106665"
"57910823313","ملت","IR489091527795315791999803","252561"
"61966063191","ملی","IR895682356167575337902331","804139"
"61966063191","صادرات","IR495021600582846215295782","140462"
"61966063191","تجارت","IR338006183070939810252029","323327"
